wallet_id,user_id,chain,address,wallet_type,is_primary,created_at,updated_at
15,6,ethereum,0x72db46d1945e44c4a357e41b2cd3412e,non_custodial,True,2026-08-09T14:46:59+00:00,2026-08-09T14:46:59+00:00
16,6,arbitrum,0x3b9d37b756af48169931f7f9928d3457,non_custodial,False,2026-08-09T21:48:59+00:00,2026-08-09T21:48:59+00:00
17,7,base,0xe897343f75ef4d20bec538773ec462dc,non_custodial,True,2026-06-13T23:02:29+00:00,2026-06-13T23:02:29+00:00
18,8,bsc,0xa518acf535a34fb0815f4dc2f6edd184,non_custodial,True,2026-04-19T08:28:31+00:00,2026-04-19T08:28:31+00:00
19,8,arbitrum,0xcac96bcf20be495cbfc0874cd443eaec,non_custodial,False,2026-04-19T17:52:31+00:00,2026-04-19T17:52:31+00:00
20,8,polygon,0x22b0032efc65414d93b153b449255e62,non_custodial,False,2026-04-21T23:39:31+00:00,2026-04-21T23:39:31+00:00
21,9,polygon,0x8a98df6c1cb446219c6d15cfe70e44bd,non_custodial,True,2026-05-15T02:35:52+00:00,2026-05-15T02:35:52+00:00
22,9,bsc,0x8c7c4eec311e49cb87e397cbe944feca,non_custodial,False,2026-05-16T02:11:52+00:00,2026-05-16T02:11:52+00:00
23,10,polygon,0xe8bc3986e37e467aa1a3aabbfe162a90,non_custodial,True,2026-05-13T03:29:18+00:00,2026-05-13T03:29:18+00:00
24,10,ethereum,0xb33adfa9807b47cba7612d71de25b697,non_custodial,False,2026-05-12T20:05:18+00:00,2026-05-12T20:05:18+00:00
25,11,bsc,0xded57906ae5345fe9387356d12c16ff6,non_custodial,True,2026-02-09T06:47:43+00:00,2026-02-09T06:47:43+00:00
26,12,base,0x2c7e83fb218a45e885a58d6529730611,non_custodial,True,2026-04-14T06:15:47+00:00,2026-04-14T06:15:47+00:00
27,13,base,0x5df6bf9b0d1942509ecace396c3a4e0f,non_custodial,True,2026-07-29T03:03:29+00:00,2026-07-29T03:03:29+00:00
28,14,bsc,0x503433db77f647ffbad37f465a1a37b9,non_custodial,True,2026-08-03T15:00:29+00:00,2026-08-03T15:00:29+00:00
29,14,polygon,0x28c23e7937f04cd7bc77ce3c882694a0,non_custodial,False,2026-08-03T13:15:29+00:00,2026-08-03T13:15:29+00:00
30,15,base,0xe8dc2b8215ae4c29affbe19349a2eb14,non_custodial,True,2026-05-22T15:26:57+00:00,2026-05-22T15:26:57+00:00
31,15,polygon,0x4626fd6295a14c8aa8919db28897b330,non_custodial,False,2026-05-23T19:32:57+00:00,2026-05-23T19:32:57+00:00
32,15,arbitrum,0xd3f0c95e6cf9490a896a97a3896efd61,non_custodial,False,2026-05-21T14:48:57+00:00,2026-05-21T14:48:57+00:00
33,16,arbitrum,0xc313e22d9d5f4efbbef73d698694d84a,non_custodial,True,2026-01-20T12:20:51+00:00,2026-01-20T12:20:51+00:00
34,16,polygon,0x0225dbd458e54fb0a502a509224be8e0,non_custodial,False,2026-01-21T13:02:51+00:00,2026-01-21T13:02:51+00:00
35,17,arbitrum,0x237bbb68659849189cb0a2877c9f853d,non_custodial,True,2026-04-03T23:41:05+00:00,2026-04-03T23:41:05+00:00
36,17,polygon,0x64a0c49a946f4bed915cb8e7afee603c,non_custodial,False,2026-04-01T19:43:05+00:00,2026-04-01T19:43:05+00:00
37,18,ethereum,0x27f922ac90bd44c8b0e811bb76843a53,non_custodial,True,2026-06-28T10:49:25+00:00,2026-06-28T10:49:25+00:00
38,18,bsc,0xce8eeca522164f54a5b785e4568580f2,non_custodial,False,2026-06-28T20:11:25+00:00,2026-06-28T20:11:25+00:00
39,18,arbitrum,0x564bc4a358c44babb030a3c8bd02a74c,non_custodial,False,2026-06-28T17:29:25+00:00,2026-06-28T17:29:25+00:00
40,19,polygon,0x66610775210b461680de6194e8bc870e,non_custodial,True,2026-05-20T22:30:46+00:00,2026-05-20T22:30:46+00:00
41,19,base,0xdf40433e572846ff80375f6312f3c958,non_custodial,False,2026-05-21T05:47:46+00:00,2026-05-21T05:47:46+00:00
42,20,bsc,0x9d10c59adc884c1b8caf237241ac3e6e,non_custodial,True,2026-01-29T08:00:10+00:00,2026-01-29T08:00:10+00:00
43,20,polygon,0x114ad5d3c3ee4da6b4e179ff820018d6,non_custodial,False,2026-01-30T13:05:10+00:00,2026-01-30T13:05:10+00:00
44,20,arbitrum,0x1bf5564864204042a0abe07b9614b05c,non_custodial,False,2026-01-30T02:31:10+00:00,2026-01-30T02:31:10+00:00
45,21,bsc,0xcc4fd25b51014819877f59deab9c3ada,non_custodial,True,2026-07-28T05:46:40+00:00,2026-07-28T05:46:40+00:00
46,22,ethereum,0xb68cdb7f73054cebb0cac279b08d6af6,non_custodial,True,2026-05-30T00:23:51+00:00,2026-05-30T00:23:51+00:00
47,22,base,0x796309cfe12c4b3eacdc6413d0c0a92c,non_custodial,False,2026-05-30T13:12:51+00:00,2026-05-30T13:12:51+00:00
48,23,bsc,0x9021e85dd841482784b76be1562031c7,non_custodial,True,2026-03-29T01:38:42+00:00,2026-03-29T01:38:42+00:00
49,23,polygon,0xfb8618ad1f9342d3b94534739f477467,non_custodial,False,2026-03-28T08:52:42+00:00,2026-03-28T08:52:42+00:00
50,24,bsc,0x64645e5fa185401799c492f84ddb02a1,non_custodial,True,2026-01-16T07:12:45+00:00,2026-01-16T07:12:45+00:00
51,25,polygon,0xff70ff65a7b74cc9a159d190d1e67916,non_custodial,True,2026-01-26T20:04:21+00:00,2026-01-26T20:04:21+00:00
52,25,arbitrum,0xdd9a492627f5468593ee63e85380951d,non_custodial,False,2026-01-27T05:12:21+00:00,2026-01-27T05:12:21+00:00
53,26,arbitrum,0x9cb814a772f74c298b1c98ecd5237ac1,non_custodial,True,2026-03-25T22:41:22+00:00,2026-03-25T22:41:22+00:00
54,26,base,0xd3cb28146c9e42678268186f2b1e89c7,non_custodial,False,2026-03-25T19:11:22+00:00,2026-03-25T19:11:22+00:00
55,27,polygon,0x11f02d7cb399451bb4ceb226644b1d2f,non_custodial,True,2026-02-28T07:13:35+00:00,2026-02-28T07:13:35+00:00
56,28,base,0xa72c25cb88824dcc924a0b1703b67d59,non_custodial,True,2026-08-09T16:34:48+00:00,2026-08-09T16:34:48+00:00
57,29,ethereum,0x308f2f37750044649ca206388e204c12,non_custodial,True,2026-06-17T03:34:33+00:00,2026-06-17T03:34:33+00:00
58,29,arbitrum,0xa620959c4cc94bb6a17d840e97ff91f1,non_custodial,False,2026-06-17T21:23:33+00:00,2026-06-17T21:23:33+00:00
59,30,polygon,0x831f2fec28394ddb8441307b31697fa6,non_custodial,True,2026-03-29T06:10:03+00:00,2026-03-29T06:10:03+00:00
60,30,arbitrum,0xba426d89c72f48ab813a0a6248d589b6,non_custodial,False,2026-03-27T10:23:03+00:00,2026-03-27T10:23:03+00:00
61,31,bsc,0x43fd87f1b5ec46c6876ac8b7cccb5929,non_custodial,True,2026-02-07T08:49:13+00:00,2026-02-07T08:49:13+00:00
62,32,base,0xad0e55bf5ab94265906bb050cb902503,non_custodial,True,2026-03-04T13:10:25+00:00,2026-03-04T13:10:25+00:00
63,32,polygon,0x2d7ff025dbe8471db7992e3af046bde4,non_custodial,False,2026-03-06T07:52:25+00:00,2026-03-06T07:52:25+00:00
64,33,polygon,0x8205a77734d2444180d434af641f5ffd,non_custodial,True,2026-05-31T02:30:28+00:00,2026-05-31T02:30:28+00:00
65,34,bsc,0xca710ab7388d4d38902d1b1e1488be0e,non_custodial,True,2026-07-27T17:28:11+00:00,2026-07-27T17:28:11+00:00
66,34,ethereum,0x0671a2287c344dad8055b0553c4f55cf,non_custodial,False,2026-07-27T14:39:11+00:00,2026-07-27T14:39:11+00:00
67,35,polygon,0xfdad3bb33b0140e7b19724fbf457d005,non_custodial,True,2026-02-15T14:51:58+00:00,2026-02-15T14:51:58+00:00
68,35,bsc,0xf7fac652bf754b26b51ae5b214d65f20,non_custodial,False,2026-02-17T09:11:58+00:00,2026-02-17T09:11:58+00:00
69,36,arbitrum,0xb43d5c6bc3d24e439a64ae29a6d14813,non_custodial,True,2026-02-16T04:00:29+00:00,2026-02-16T04:00:29+00:00
70,37,polygon,0xb88f424c16f54daa9acff97bb6da1e59,non_custodial,True,2026-06-29T03:54:41+00:00,2026-06-29T03:54:41+00:00
71,37,arbitrum,0x77711a4da2cf4b47bff9b2223b19c550,non_custodial,False,2026-06-28T19:23:41+00:00,2026-06-28T19:23:41+00:00
72,38,bsc,0xe6ebe66d83074aa1ab265a05de4bd7fd,non_custodial,True,2026-07-16T06:34:02+00:00,2026-07-16T06:34:02+00:00
73,38,base,0x74967db7c7064277aec30adec97ca586,non_custodial,False,2026-07-16T05:17:02+00:00,2026-07-16T05:17:02+00:00
74,39,polygon,0x370051d7acfb46eca3e2bca977c39810,non_custodial,True,2026-09-03T17:48:12+00:00,2026-09-03T17:48:12+00:00
75,39,base,0x6e28905d97cd4644b52c77e0b3ac673d,non_custodial,False,2026-09-03T15:05:12+00:00,2026-09-03T15:05:12+00:00
76,39,arbitrum,0x8d980544cf6a4c2eb7107882fdfcaf83,non_custodial,False,2026-09-02T13:08:12+00:00,2026-09-02T13:08:12+00:00
77,40,arbitrum,0xded475d17970478a95a0eeee09178cf5,non_custodial,True,2026-08-27T09:13:49+00:00,2026-08-27T09:13:49+00:00
78,40,ethereum,0x7d7391f8747647f288218f5200a68242,non_custodial,False,2026-08-26T02:57:49+00:00,2026-08-26T02:57:49+00:00
79,40,bsc,0xfb2b9c4f246940cfb1373e6e3d0ed91d,non_custodial,False,2026-08-27T20:52:49+00:00,2026-08-27T20:52:49+00:00
80,41,ethereum,0x5e3c2d46fa3f4668b84fac2b9e52ebd0,non_custodial,True,2026-03-07T10:31:46+00:00,2026-03-07T10:31:46+00:00
81,42,polygon,0xcbcf30fb551d41dd83c20859ab781476,non_custodial,True,2026-08-22T21:38:05+00:00,2026-08-22T21:38:05+00:00
82,43,bsc,0x2f4152b1777b4ecfa105a7e85cf187c4,non_custodial,True,2026-02-16T10:14:57+00:00,2026-02-16T10:14:57+00:00
83,44,base,0x47604ac39f8548f195aa32612368b457,non_custodial,True,2026-01-25T15:48:06+00:00,2026-01-25T15:48:06+00:00
84,45,ethereum,0x1d1c848c9c034687b8b0c85f03363174,non_custodial,True,2026-02-04T08:22:52+00:00,2026-02-04T08:22:52+00:00
85,45,base,0x86515820394844899e72411049759136,non_custodial,False,2026-02-03T08:55:52+00:00,2026-02-03T08:55:52+00:00
86,46,arbitrum,0x198185ffdd9e47899dd7722b923fc13e,non_custodial,True,2026-02-21T05:20:22+00:00,2026-02-21T05:20:22+00:00
87,46,polygon,0xf33a49067b6d4ac3b031decdd6fbca07,non_custodial,False,2026-02-19T16:50:22+00:00,2026-02-19T16:50:22+00:00
88,47,base,0x6c31ef800adf42c0b350d1f40cafad77,non_custodial,True,2026-08-05T04:55:27+00:00,2026-08-05T04:55:27+00:00
89,48,ethereum,0xc436fe6e17b44ed39243e6bd7106bb83,non_custodial,True,2026-08-27T12:40:54+00:00,2026-08-27T12:40:54+00:00
90,48,bsc,0xc78d1fc44ff24d428fe9256a4b5e5a91,non_custodial,False,2026-08-25T18:09:54+00:00,2026-08-25T18:09:54+00:00
91,49,arbitrum,0x5a40645d4e7945bab235ea78170d5644,non_custodial,True,2026-03-23T02:35:49+00:00,2026-03-23T02:35:49+00:00
92,50,arbitrum,0x662f38d65a70489caf1ce16bd5535bc9,non_custodial,True,2026-06-21T22:13:19+00:00,2026-06-21T22:13:19+00:00
93,51,base,0x0fc8a26e08d24cb0aac556b6c1860e77,non_custodial,True,2026-04-09T07:00:52+00:00,2026-04-09T07:00:52+00:00
94,51,polygon,0xc6be3d13e58c4681a4c78a9aa1e8511b,non_custodial,False,2026-04-08T18:43:52+00:00,2026-04-08T18:43:52+00:00
95,52,base,0xd2cc04db77fe44e9a4dae151ea7f6994,non_custodial,True,2026-01-11T22:09:12+00:00,2026-01-11T22:09:12+00:00
96,53,base,0xdb1ad26152a9440b87b712211ef5d48f,non_custodial,True,2026-08-18T19:21:33+00:00,2026-08-18T19:21:33+00:00
97,53,polygon,0x9e95c6aa7caa4c2b8106c34cf0604cb1,non_custodial,False,2026-08-19T05:17:33+00:00,2026-08-19T05:17:33+00:00
98,54,polygon,0xfbb2bb152288460da26626db1914f073,non_custodial,True,2026-01-26T15:29:35+00:00,2026-01-26T15:29:35+00:00
99,54,bsc,0xb0b4035fbc5240808603a393d12798cc,non_custodial,False,2026-01-25T16:01:35+00:00,2026-01-25T16:01:35+00:00
100,55,polygon,0x95badee177434c8cb223b522c23575c5,non_custodial,True,2026-05-10T23:06:00+00:00,2026-05-10T23:06:00+00:00
101,56,ethereum,0x9989dcf4ca664a14bebd691b143ea9ee,non_custodial,True,2026-04-21T09:27:46+00:00,2026-04-21T09:27:46+00:00
102,56,arbitrum,0x250d98bd1113406a95105006f6bff69f,non_custodial,False,2026-04-21T02:42:46+00:00,2026-04-21T02:42:46+00:00
103,57,polygon,0x5c1f617d2ed240ab963600c4a65e67c9,non_custodial,True,2026-02-21T20:01:08+00:00,2026-02-21T20:01:08+00:00
104,57,ethereum,0x76137170437c45428f2246661828d3e4,non_custodial,False,2026-02-23T08:31:08+00:00,2026-02-23T08:31:08+00:00
105,57,bsc,0xa2971289b1264cabb67c94bac984b235,non_custodial,False,2026-02-23T21:37:08+00:00,2026-02-23T21:37:08+00:00
106,58,polygon,0x4f97be91c7144dca991d498322a237b9,non_custodial,True,2026-04-08T02:17:54+00:00,2026-04-08T02:17:54+00:00
107,59,polygon,0x0b03ac6f486b49be9a601b3599dbfd12,non_custodial,True,2026-02-07T09:54:48+00:00,2026-02-07T09:54:48+00:00
108,59,base,0x37adecdafe974e39b57d39190da2cc07,non_custodial,False,2026-02-07T06:04:48+00:00,2026-02-07T06:04:48+00:00
109,60,base,0x921b02cdbdd14e4d90bd11e39df23c29,non_custodial,True,2026-05-18T21:12:33+00:00,2026-05-18T21:12:33+00:00
110,60,bsc,0x7539800d5d514b10a49a64c21295b179,non_custodial,False,2026-05-19T21:05:33+00:00,2026-05-19T21:05:33+00:00
111,60,ethereum,0x380243b15741473ebdeace3f49601e63,non_custodial,False,2026-05-19T22:04:33+00:00,2026-05-19T22:04:33+00:00
112,61,arbitrum,0x6ff4cce93c404c6c8b12f67246197f58,non_custodial,True,2026-01-22T19:40:43+00:00,2026-01-22T19:40:43+00:00
113,61,ethereum,0xbb3738d13e82406289fd1584471e13d4,non_custodial,False,2026-01-22T01:36:43+00:00,2026-01-22T01:36:43+00:00
114,62,base,0x842f205308924e3b844348418707beb8,non_custodial,True,2026-05-15T02:04:46+00:00,2026-05-15T02:04:46+00:00
115,62,bsc,0x9149ffb9086b48278fb17d4346f06e08,non_custodial,False,2026-05-15T11:27:46+00:00,2026-05-15T11:27:46+00:00
116,63,polygon,0xf9115e42ef7744b9829af7b6fe653bec,non_custodial,True,2026-03-17T16:43:31+00:00,2026-03-17T16:43:31+00:00
117,64,polygon,0x11e55b1116db488f8fea4930cf8d4fbe,non_custodial,True,2026-06-14T08:25:18+00:00,2026-06-14T08:25:18+00:00
118,64,ethereum,0x1687dcfb53544433bbbd574ea0a59449,non_custodial,False,2026-06-15T03:55:18+00:00,2026-06-15T03:55:18+00:00
119,65,ethereum,0x4f95df4493d44d35b367847df72be937,non_custodial,True,2026-04-09T00:15:53+00:00,2026-04-09T00:15:53+00:00
120,66,arbitrum,0x83f88621d0d54dc48c2893484e08d724,non_custodial,True,2026-02-09T00:34:31+00:00,2026-02-09T00:34:31+00:00
121,67,arbitrum,0x0054d2b0d562405da8222d8e2a00f9df,non_custodial,True,2026-01-07T18:59:11+00:00,2026-01-07T18:59:11+00:00
122,67,base,0xe17c66a0702d4ef192a3ebe2661fa726,non_custodial,False,2026-01-08T09:04:11+00:00,2026-01-08T09:04:11+00:00
123,68,ethereum,0x00f52f4045e0407d97317dae13834463,non_custodial,True,2026-06-09T12:47:12+00:00,2026-06-09T12:47:12+00:00
124,68,base,0x9aceec1448464fb6893639eefd0c4424,non_custodial,False,2026-06-08T10:42:12+00:00,2026-06-08T10:42:12+00:00
125,69,arbitrum,0x7ff52eeebf4045949e660e255b98ecb0,non_custodial,True,2026-06-06T12:16:59+00:00,2026-06-06T12:16:59+00:00
126,69,base,0x7c4abb0fee034c369a07f4dd8f2ed1a4,non_custodial,False,2026-06-08T14:47:59+00:00,2026-06-08T14:47:59+00:00
127,70,arbitrum,0xb59d8fbb350f4efeb89f6e16132c7b1b,non_custodial,True,2026-01-03T09:20:22+00:00,2026-01-03T09:20:22+00:00
128,71,bsc,0x5f460ee4afab4658b695dcd7b0fa72bc,non_custodial,True,2026-04-23T05:49:55+00:00,2026-04-23T05:49:55+00:00
129,71,arbitrum,0xe7459f3b023a435d903a7963ac4d4d11,non_custodial,False,2026-04-22T20:07:55+00:00,2026-04-22T20:07:55+00:00
130,72,ethereum,0x252eb330bbbd4dd085cb5b8b5833b1db,non_custodial,True,2026-07-10T16:22:22+00:00,2026-07-10T16:22:22+00:00
131,72,polygon,0x13b72b0fd28f4175bb0f9143e109b901,non_custodial,False,2026-07-10T02:28:22+00:00,2026-07-10T02:28:22+00:00
132,73,arbitrum,0x92115bddc29f41b3a47df1cb9763b128,non_custodial,True,2026-03-29T11:28:09+00:00,2026-03-29T11:28:09+00:00
133,73,base,0xa934effefe574bafbb5420c58702542e,non_custodial,False,2026-03-28T09:53:09+00:00,2026-03-28T09:53:09+00:00
134,74,ethereum,0xb3eb13e5fe6643dcb69fa89230e2adde,non_custodial,True,2026-01-25T05:10:56+00:00,2026-01-25T05:10:56+00:00
135,74,arbitrum,0x2115ed9d88ee4637a7f75442ca2a0b20,non_custodial,False,2026-01-25T17:22:56+00:00,2026-01-25T17:22:56+00:00
136,74,polygon,0x752f07997bf847b9a992954a53964287,non_custodial,False,2026-01-25T11:20:56+00:00,2026-01-25T11:20:56+00:00
137,75,ethereum,0x70220466a98b48799a226f114d385f74,non_custodial,True,2026-08-17T08:31:47+00:00,2026-08-17T08:31:47+00:00
138,76,arbitrum,0x6a2e5206bd254a7598ffad5b55f49e28,non_custodial,True,2026-03-05T16:21:45+00:00,2026-03-05T16:21:45+00:00
139,76,bsc,0x86df24709b9c426c985b1e200e4d1e9c,non_custodial,False,2026-03-04T15:49:45+00:00,2026-03-04T15:49:45+00:00
140,77,base,0xa808297355a349e0abda6b55b83c59a1,non_custodial,True,2026-03-15T15:42:51+00:00,2026-03-15T15:42:51+00:00
141,77,ethereum,0x8e34f04fb45640e795da17e342d560e4,non_custodial,False,2026-03-16T05:05:51+00:00,2026-03-16T05:05:51+00:00
142,78,bsc,0x4141cfab4fff45a184a01f12b1be4085,non_custodial,True,2026-04-02T16:43:33+00:00,2026-04-02T16:43:33+00:00
143,79,bsc,0xd2dfa71e47b1441ebb953d27d5a41b7e,non_custodial,True,2026-04-08T22:14:36+00:00,2026-04-08T22:14:36+00:00
144,80,base,0xc17448c640284951b25bdaa2378bbf69,non_custodial,True,2026-08-31T07:30:14+00:00,2026-08-31T07:30:14+00:00
145,81,polygon,0xf94f5bc4dce64b508b90e54f6f91c352,non_custodial,True,2026-08-10T14:27:48+00:00,2026-08-10T14:27:48+00:00
146,82,base,0x596183e688ac4433932529044b722e66,non_custodial,True,2026-03-22T13:59:01+00:00,2026-03-22T13:59:01+00:00
147,83,bsc,0x641eaaa47e5c47729511368d85c078a8,non_custodial,True,2026-06-05T19:59:29+00:00,2026-06-05T19:59:29+00:00
148,83,arbitrum,0x4788ae64fd594e65b551a95fa28e8bf4,non_custodial,False,2026-06-06T01:45:29+00:00,2026-06-06T01:45:29+00:00
149,84,base,0x06daae81552d4bf7babab4c16cecdc96,non_custodial,True,2026-06-28T19:27:30+00:00,2026-06-28T19:27:30+00:00
150,84,arbitrum,0x9cf11b40bcc54252840d629fbce55c23,non_custodial,False,2026-06-28T23:25:30+00:00,2026-06-28T23:25:30+00:00
151,85,ethereum,0xf8985f7e1c774687bc5d1338cd95561d,non_custodial,True,2026-06-30T23:15:50+00:00,2026-06-30T23:15:50+00:00
152,86,arbitrum,0xf0229779869f45dab560726bd5dba44e,non_custodial,True,2026-01-31T12:13:21+00:00,2026-01-31T12:13:21+00:00
153,87,ethereum,0x359c446d64244e4d93d54b4e29f27d05,non_custodial,True,2026-04-14T20:17:49+00:00,2026-04-14T20:17:49+00:00
154,87,bsc,0x1745b72801c7456eb404e1f9daaf2c76,non_custodial,False,2026-04-14T22:17:49+00:00,2026-04-14T22:17:49+00:00
155,88,polygon,0x83e8fa741f0b4940b6f6aa4a1aa1c0e7,non_custodial,True,2026-04-06T12:45:44+00:00,2026-04-06T12:45:44+00:00
156,88,arbitrum,0xc32c373d4d45422f87e0abd647a175cd,non_custodial,False,2026-04-07T00:55:44+00:00,2026-04-07T00:55:44+00:00
157,89,base,0xf6d8494dcbad4200b3e7079011060a4c,non_custodial,True,2026-06-22T16:59:34+00:00,2026-06-22T16:59:34+00:00
158,90,ethereum,0x5c43a9d9a5b243c282876aed9167e197,non_custodial,True,2026-08-29T03:08:59+00:00,2026-08-29T03:08:59+00:00
159,91,base,0xea0006cf628d47d5a37aef3a0a7a89aa,non_custodial,True,2026-04-29T21:31:43+00:00,2026-04-29T21:31:43+00:00
160,91,ethereum,0x51cce08137a34e80b8332d41b154e436,non_custodial,False,2026-04-29T00:28:43+00:00,2026-04-29T00:28:43+00:00
161,92,ethereum,0x0fc070ce966b4dcda1be8eaaa718749b,non_custodial,True,2026-02-16T06:36:23+00:00,2026-02-16T06:36:23+00:00
162,92,arbitrum,0xb3f078980aab40f28cc723d6b28001d5,non_custodial,False,2026-02-14T20:16:23+00:00,2026-02-14T20:16:23+00:00
163,93,ethereum,0x15ffebc8313446b58f3141dd1d5fc4ad,non_custodial,True,2026-03-04T07:54:46+00:00,2026-03-04T07:54:46+00:00
164,93,arbitrum,0x2d76c19e8ca54cefb3e311e40d891f5c,non_custodial,False,2026-03-02T17:34:46+00:00,2026-03-02T17:34:46+00:00
165,94,base,0xd2ecac113be84ca587143dc625c47155,non_custodial,True,2026-03-24T03:25:38+00:00,2026-03-24T03:25:38+00:00
166,95,arbitrum,0x316845ebfe434c5d8e7a5fe8a6ebe2a9,non_custodial,True,2026-07-17T21:56:13+00:00,2026-07-17T21:56:13+00:00
167,95,ethereum,0xd9ea85b0208442e6912426adb320fac3,non_custodial,False,2026-07-18T14:34:13+00:00,2026-07-18T14:34:13+00:00
168,96,bsc,0x9ab76af67626419d943392a363e0ac48,non_custodial,True,2026-02-06T14:46:02+00:00,2026-02-06T14:46:02+00:00
169,97,arbitrum,0x728b0515f7614067ba9b6defd70c2324,non_custodial,True,2026-01-04T13:15:53+00:00,2026-01-04T13:15:53+00:00
170,97,polygon,0x22e1e7cba1794cd5a932568c701e0d09,non_custodial,False,2026-01-04T22:16:53+00:00,2026-01-04T22:16:53+00:00
171,98,arbitrum,0x905686cb420448569a57519a762caea6,non_custodial,True,2026-03-06T21:20:11+00:00,2026-03-06T21:20:11+00:00
172,99,base,0x803133b9e99f4d0997cf4a02e9b56b1f,non_custodial,True,2026-08-08T19:29:51+00:00,2026-08-08T19:29:51+00:00
173,99,bsc,0x95c39cc5da5f4d7ca2764474c39cfe2f,non_custodial,False,2026-08-07T12:12:51+00:00,2026-08-07T12:12:51+00:00
174,99,polygon,0x9cdeb5327708459090bdc8957ae1a423,non_custodial,False,2026-08-07T20:23:51+00:00,2026-08-07T20:23:51+00:00
175,100,base,0x1c1853a77cab4850b1ef1f7bb401d310,non_custodial,True,2026-02-28T14:40:11+00:00,2026-02-28T14:40:11+00:00
176,100,arbitrum,0xe73cd787f6f040a4bce736f6ac13ba14,non_custodial,False,2026-03-01T03:41:11+00:00,2026-03-01T03:41:11+00:00
177,101,polygon,0x936e0dce23cc430383cdf558992e9d9a,non_custodial,True,2026-08-17T15:16:57+00:00,2026-08-17T15:16:57+00:00
178,101,arbitrum,0x4cf0003d34a74654a22ea8735fa61f45,non_custodial,False,2026-08-17T09:09:57+00:00,2026-08-17T09:09:57+00:00
179,102,bsc,0xfd22c7149bc64fdd8b18f71b9bea92bd,non_custodial,True,2026-02-20T21:39:42+00:00,2026-02-20T21:39:42+00:00
180,103,bsc,0xe5b44085e70b42489c13e8d8b181169a,non_custodial,True,2026-01-17T03:14:49+00:00,2026-01-17T03:14:49+00:00
181,104,ethereum,0x7438ddfca30d42318a978ad2fecc162b,non_custodial,True,2026-02-10T00:14:21+00:00,2026-02-10T00:14:21+00:00
182,104,arbitrum,0x77fcbd3506e04e918de9efbc5a9498a1,non_custodial,False,2026-02-11T06:57:21+00:00,2026-02-11T06:57:21+00:00
183,105,ethereum,0xb383b0b259864eb69b15d90927e915e8,non_custodial,True,2026-08-30T07:37:04+00:00,2026-08-30T07:37:04+00:00
184,105,arbitrum,0x89be0675a65e48f99fdfdd63f7e853cc,non_custodial,False,2026-08-31T10:23:04+00:00,2026-08-31T10:23:04+00:00
185,106,ethereum,0xdbaa3c49680b4bec984c428cda6e890c,non_custodial,True,2026-03-13T06:09:51+00:00,2026-03-13T06:09:51+00:00
186,106,arbitrum,0x734c2a3c710e4c36992b42c0dd657085,non_custodial,False,2026-03-12T02:13:51+00:00,2026-03-12T02:13:51+00:00
187,107,ethereum,0xa39be00ac5ba440bb5a6822af1c61e17,non_custodial,True,2026-05-10T19:18:34+00:00,2026-05-10T19:18:34+00:00
188,108,base,0x23a0cba2f53441bca34c2d3ecb7435de,non_custodial,True,2026-04-16T06:17:34+00:00,2026-04-16T06:17:34+00:00
